event_id,timestamp,attack_technique,attack_category,target_system,success_status
4686,4686,2023-11-20 14:53:24,Syslog,Security,Potential threat detected on Database Server using T1486
4687,4687,2023-02-17 07:41:05,Network IDS,Security,Potential threat detected on Active Directory using T1190
4688,4688,2023-12-31 18:30:19,Cloud Security,Security,Potential threat detected on Workstation using T1071
4689,4689,2023-05-23 13:09:16,Cloud Security,Application,Potential threat detected on Database Server using T1486
4690,4690,2023-10-22 05:23:39,Windows Event,Security,Potential threat detected on Cloud Infrastructure using T1486
4691,4691,2023-02-13 09:29:43,Network IDS,Application,Potential threat detected on Web Server using T1059
4692,4692,2023-01-08 04:08:05,Syslog,Application,Potential threat detected on Cloud Infrastructure using T1021
4693,4693,2023-11-12 14:44:25,Application Logs,System,Potential threat detected on Cloud Infrastructure using T1190
4694,4694,2023-05-12 04:21:01,Syslog,Security,Potential threat detected on Cloud Infrastructure using T1566
4695,4695,2023-12-30 18:31:05,Cloud Security,Security,Potential threat detected on Cloud Infrastructure using T1071
4696,4696,2023-08-06 03:21:55,Network IDS,Security,Potential threat detected on Workstation using T1021
4697,4697,2023-10-06 06:12:46,Application Logs,Application,Potential threat detected on Active Directory using T1021
4698,4698,2023-04-17 23:40:55,Windows Event,Security,Potential threat detected on Web Server using T1566
4699,4699,2023-05-26 21:52:20,Application Logs,Security,Potential threat detected on Workstation using T1133
4700,4700,2023-11-14 22:31:31,Windows Event,Security,Potential threat detected on Cloud Infrastructure using T1566
4701,4701,2023-06-12 05:11:40,Windows Event,Application,Potential threat detected on Active Directory using T1021
4702,4702,2023-03-13 19:29:22,Windows Event,System,Potential threat detected on Workstation using T1133
4703,4703,2023-04-13 21:04:12,Application Logs,Security,Potential threat detected on Web Server using T1566
4704,4704,2023-07-16 19:15:05,Windows Event,Application,Potential threat detected on Active Directory using T1486
4705,4705,2023-07-03 13:28:36,Application Logs,System,Potential threat detected on Web Server using T1059
4706,4706,2023-11-17 19:44:10,Application Logs,System,Potential threat detected on Cloud Infrastructure using T1190
4707,4707,2023-08-28 07:51:50,Windows Event,Security,Potential threat detected on Workstation using T1190
4708,4708,2023-03-14 02:37:41,Cloud Security,Application,Potential threat detected on Active Directory using T1486
4709,4709,2023-03-07 13:45:01,Network IDS,System,Potential threat detected on Database Server using T1190
4710,4710,2023-12-27 05:32:09,Cloud Security,Application,Potential threat detected on Web Server using T1021
4711,4711,2023-02-20 02:02:57,Syslog,System,Potential threat detected on Database Server using T1486
4712,4712,2023-02-08 08:06:06,Application Logs,System,Potential threat detected on Active Directory using T1133
4713,4713,2023-05-25 11:51:09,Application Logs,System,Potential threat detected on Cloud Infrastructure using T1566
4714,4714,2023-01-29 10:15:39,Application Logs,Application,Potential threat detected on Web Server using T1486
4715,4715,2023-08-11 01:21:35,Network IDS,System,Potential threat detected on Active Directory using T1021
4716,4716,2023-07-29 00:02:53,Application Logs,Security,Potential threat detected on Cloud Infrastructure using T1566
4717,4717,2023-05-29 09:18:33,Application Logs,Application,Potential threat detected on Database Server using T1071
4718,4718,2023-10-01 14:18:56,Cloud Security,Application,Potential threat detected on Active Directory using T1566
4719,4719,2023-05-14 17:42:52,Cloud Security,Security,Potential threat detected on Active Directory using T1071
4720,4720,2023-06-21 07:10:16,Windows Event,System,Potential threat detected on Web Server using T1190
4721,4721,2023-02-05 00:39:16,Application Logs,System,Potential threat detected on Cloud Infrastructure using T1021
4722,4722,2023-12-17 21:38:37,Windows Event,Application,Potential threat detected on Active Directory using T1190
4723,4723,2023-04-13 22:52:28,Network IDS,System,Potential threat detected on Workstation using T1566
4724,4724,2023-05-09 12:34:26,Cloud Security,Security,Potential threat detected on Active Directory using T1071
4725,4725,2023-03-24 03:30:55,Cloud Security,Security,Potential threat detected on Workstation using T1071
4726,4726,2023-12-21 11:20:51,Network IDS,Security,Potential threat detected on Cloud Infrastructure using T1071
4727,4727,2023-01-23 21:51:28,Network IDS,System,Potential threat detected on Cloud Infrastructure using T1486
4728,4728,2023-02-25 13:20:34,Network IDS,Security,Potential threat detected on Database Server using T1059
4729,4729,2023-07-22 18:07:06,Network IDS,System,Potential threat detected on Database Server using T1059
4730,4730,2023-10-11 05:21:09,Syslog,Security,Potential threat detected on Database Server using T1071
4731,4731,2023-12-08 22:20:12,Network IDS,System,Potential threat detected on Database Server using T1190
4732,4732,2023-01-14 06:35:37,Windows Event,Application,Potential threat detected on Database Server using T1133
4733,4733,2023-08-20 21:45:52,Syslog,System,Potential threat detected on Active Directory using T1021
4734,4734,2023-06-07 17:37:31,Syslog,System,Potential threat detected on Web Server using T1190
4735,4735,2023-03-02 02:23:03,Syslog,Application,Potential threat detected on Active Directory using T1071
4736,4736,2023-11-04 01:23:32,Application Logs,System,Potential threat detected on Active Directory using T1021
4737,4737,2023-08-24 23:20:05,Windows Event,Security,Potential threat detected on Active Directory using T1190
4738,4738,2023-01-30 05:56:44,Network IDS,System,Potential threat detected on Workstation using T1190
4739,4739,2023-08-08 02:40:09,Application Logs,Security,Potential threat detected on Workstation using T1021
4740,4740,2023-01-10 00:20:55,Network IDS,Application,Potential threat detected on Database Server using T1021
4741,4741,2023-01-07 23:48:55,Syslog,Application,Potential threat detected on Web Server using T1190
4742,4742,2023-07-12 17:45:52,Windows Event,System,Potential threat detected on Cloud Infrastructure using T1071
4743,4743,2023-10-16 07:02:46,Syslog,Security,Potential threat detected on Cloud Infrastructure using T1071
4744,4744,2023-06-16 19:15:44,Application Logs,Security,Potential threat detected on Database Server using T1566
4745,4745,2023-07-27 17:15:54,Cloud Security,Application,Potential threat detected on Database Server using T1021
4746,4746,2023-03-08 11:12:56,Network IDS,Security,Potential threat detected on Database Server using T1190
4747,4747,2023-07-21 04:15:07,Application Logs,System,Potential threat detected on Active Directory using T1071
4748,4748,2023-01-02 15:56:31,Network IDS,System,Potential threat detected on Web Server using T1021
4749,4749,2023-06-02 23:15:55,Syslog,Application,Potential threat detected on Active Directory using T1133
4750,4750,2023-09-13 09:31:14,Network IDS,Application,Potential threat detected on Active Directory using T1059
4751,4751,2023-07-31 17:08:05,Cloud Security,Security,Potential threat detected on Active Directory using T1190
4752,4752,2023-04-23 01:44:24,Windows Event,Application,Potential threat detected on Active Directory using T1133
4753,4753,2023-05-25 02:11:42,Network IDS,System,Potential threat detected on Active Directory using T1059
4754,4754,2023-12-23 07:15:01,Windows Event,System,Potential threat detected on Cloud Infrastructure using T1021
4755,4755,2023-10-13 07:09:02,Windows Event,System,Potential threat detected on Active Directory using T1133
4756,4756,2023-06-27 22:47:58,Windows Event,Application,Potential threat detected on Database Server using T1486
4757,4757,2023-09-13 20:54:10,Application Logs,System,Potential threat detected on Web Server using T1566
4758,4758,2023-02-25 04:04:33,Application Logs,Security,Potential threat detected on Database Server using T1021
4759,4759,2023-08-30 11:13:39,Syslog,Application,Potential threat detected on Web Server using T1021
4760,4760,2023-10-31 13:28:25,Cloud Security,Application,Potential threat detected on Workstation using T1133
4761,4761,2023-02-23 20:42:46,Cloud Security,Application,Potential threat detected on Workstation using T1059
4762,4762,2023-07-19 21:28:39,Syslog,Application,Potential threat detected on Cloud Infrastructure using T1566
4763,4763,2023-12-29 11:42:45,Syslog,Application,Potential threat detected on Cloud Infrastructure using T1133
4764,4764,2023-03-30 15:59:00,Application Logs,System,Potential threat detected on Workstation using T1190
4765,4765,2023-07-23 06:46:43,Windows Event,Application,Potential threat detected on Web Server using T1486
4766,4766,2023-02-01 02:07:07,Application Logs,Application,Potential threat detected on Web Server using T1021
4767,4767,2023-10-16 11:55:33,Cloud Security,Security,Potential threat detected on Active Directory using T1566
4768,4768,2023-12-09 06:15:58,Cloud Security,Security,Potential threat detected on Workstation using T1566
4769,4769,2023-03-17 12:02:02,Windows Event,Security,Potential threat detected on Web Server using T1021
4770,4770,2023-02-02 18:26:44,Cloud Security,Application,Potential threat detected on Database Server using T1059
4771,4771,2023-04-20 15:34:16,Syslog,Application,Potential threat detected on Web Server using T1486
4772,4772,2023-05-11 05:19:06,Windows Event,Security,Potential threat detected on Database Server using T1566
4773,4773,2023-06-22 11:41:21,Application Logs,Application,Potential threat detected on Active Directory using T1071
4774,4774,2023-01-17 20:37:50,Syslog,System,Potential threat detected on Workstation using T1566
4775,4775,2023-03-06 07:29:55,Windows Event,Security,Potential threat detected on Cloud Infrastructure using T1190
4776,4776,2023-04-24 11:39:48,Application Logs,Application,Potential threat detected on Workstation using T1021
4777,4777,2023-10-20 09:58:07,Windows Event,Security,Potential threat detected on Web Server using T1059
4778,4778,2023-05-14 13:44:29,Windows Event,Security,Potential threat detected on Workstation using T1133
4779,4779,2023-03-02 09:16:44,Application Logs,Application,Potential threat detected on Database Server using T1059
4780,4780,2023-05-23 16:34:35,Application Logs,System,Potential threat detected on Database Server using T1190
4781,4781,2023-11-25 16:50:22,Syslog,Security,Potential threat detected on Cloud Infrastructure using T1021
4782,4782,2023-02-24 15:04:15,Windows Event,System,Potential threat detected on Web Server using T1059
4783,4783,2023-10-21 02:58:16,Windows Event,System,Potential threat detected on Workstation using T1566
4784,4784,2023-04-29 13:02:12,Application Logs,Security,Potential threat detected on Cloud Infrastructure using T1059
4785,4785,2023-09-04 08:11:37,Application Logs,System,Potential threat detected on Web Server using T1021
4786,4786,2023-02-21 11:16:16,Windows Event,Application,Potential threat detected on Active Directory using T1486
4787,4787,2023-03-26 22:36:38,Syslog,System,Potential threat detected on Database Server using T1486
4788,4788,2023-05-20 21:23:24,Network IDS,Application,Potential threat detected on Cloud Infrastructure using T1486
4789,4789,2023-10-07 14:51:20,Network IDS,Security,Potential threat detected on Web Server using T1486
4790,4790,2023-11-27 19:11:27,Windows Event,System,Potential threat detected on Web Server using T1059
4791,4791,2023-05-02 10:25:03,Application Logs,Security,Potential threat detected on Workstation using T1486
4792,4792,2023-05-08 01:36:32,Network IDS,System,Potential threat detected on Active Directory using T1486
4793,4793,2023-06-12 08:53:26,Syslog,Application,Potential threat detected on Workstation using T1566
4794,4794,2023-09-19 07:24:44,Syslog,Application,Potential threat detected on Workstation using T1059
4795,4795,2023-07-20 17:06:15,Network IDS,Security,Potential threat detected on Workstation using T1021
4796,4796,2023-12-05 19:21:00,Application Logs,System,Potential threat detected on Active Directory using T1059
4797,4797,2023-08-29 07:46:42,Windows Event,System,Potential threat detected on Workstation using T1071
4798,4798,2023-09-23 21:21:34,Network IDS,System,Potential threat detected on Active Directory using T1059
4799,4799,2023-12-13 08:47:12,Network IDS,Security,Potential threat detected on Active Directory using T1566
4800,4800,2023-07-28 18:58:06,Application Logs,System,Potential threat detected on Active Directory using T1071
4801,4801,2023-03-02 03:46:00,Network IDS,Application,Potential threat detected on Web Server using T1566
4802,4802,2023-12-18 02:46:01,Application Logs,Application,Potential threat detected on Web Server using T1021
4803,4803,2023-02-25 20:44:14,Network IDS,Security,Potential threat detected on Workstation using T1133
4804,4804,2023-02-28 17:20:12,Windows Event,Security,Potential threat detected on Cloud Infrastructure using T1071
4805,4805,2023-05-01 23:25:54,Network IDS,System,Potential threat detected on Workstation using T1059
4806,4806,2023-06-30 02:47:35,Application Logs,Security,Potential threat detected on Workstation using T1071
4807,4807,2023-10-19 18:43:29,Cloud Security,Security,Potential threat detected on Cloud Infrastructure using T1133
4808,4808,2023-02-13 04:32:17,Windows Event,Application,Potential threat detected on Web Server using T1071
4809,4809,2023-06-30 03:35:45,Windows Event,System,Potential threat detected on Web Server using T1071
4810,4810,2023-02-06 01:27:46,Cloud Security,Application,Potential threat detected on Active Directory using T1486
4811,4811,2023-03-13 15:42:10,Network IDS,Security,Potential threat detected on Database Server using T1566
4812,4812,2023-10-01 18:20:25,Windows Event,Application,Potential threat detected on Active Directory using T1190
4813,4813,2023-03-21 05:21:27,Cloud Security,System,Potential threat detected on Web Server using T1133
4814,4814,2023-12-25 08:28:11,Cloud Security,System,Potential threat detected on Active Directory using T1071
4815,4815,2023-07-05 03:44:56,Application Logs,System,Potential threat detected on Cloud Infrastructure using T1486
4816,4816,2023-04-20 03:25:14,Windows Event,Security,Potential threat detected on Database Server using T1190
4817,4817,2023-10-13 17:31:07,Application Logs,System,Potential threat detected on Web Server using T1021
4818,4818,2023-08-02 09:12:49,Syslog,System,Potential threat detected on Cloud Infrastructure using T1059
4819,4819,2023-06-12 17:31:33,Windows Event,Security,Potential threat detected on Workstation using T1021
4820,4820,2023-02-17 16:47:19,Windows Event,System,Potential threat detected on Workstation using T1059
4821,4821,2023-05-11 23:30:25,Syslog,System,Potential threat detected on Active Directory using T1021
4822,4822,2023-12-30 22:51:46,Cloud Security,Application,Potential threat detected on Web Server using T1486
4823,4823,2023-10-08 22:04:28,Application Logs,Security,Potential threat detected on Workstation using T1566
4824,4824,2023-12-03 20:07:10,Application Logs,System,Potential threat detected on Web Server using T1133
4825,4825,2023-09-27 23:00:58,Network IDS,Security,Potential threat detected on Web Server using T1190
4826,4826,2023-12-21 00:59:06,Network IDS,Security,Potential threat detected on Cloud Infrastructure using T1566
4827,4827,2023-08-11 05:05:13,Cloud Security,Security,Potential threat detected on Web Server using T1071
4828,4828,2023-10-02 16:15:20,Application Logs,Security,Potential threat detected on Web Server using T1566
4829,4829,2023-05-01 00:50:52,Application Logs,Security,Potential threat detected on Active Directory using T1133
4830,4830,2023-12-10 01:34:41,Windows Event,System,Potential threat detected on Active Directory using T1021
4831,4831,2023-03-11 10:12:51,Network IDS,System,Potential threat detected on Workstation using T1133
4832,4832,2023-11-01 02:27:05,Windows Event,System,Potential threat detected on Workstation using T1071
4833,4833,2023-11-02 17:24:36,Syslog,System,Potential threat detected on Web Server using T1071
4834,4834,2023-06-26 16:01:17,Application Logs,Application,Potential threat detected on Cloud Infrastructure using T1021
4835,4835,2023-09-28 10:17:03,Syslog,Application,Potential threat detected on Cloud Infrastructure using T1071
4836,4836,2023-03-21 18:55:28,Syslog,Security,Potential threat detected on Web Server using T1566
4837,4837,2023-06-28 03:15:08,Cloud Security,System,Potential threat detected on Web Server using T1133
4838,4838,2023-06-05 08:10:01,Syslog,System,Potential threat detected on Active Directory using T1071
4839,4839,2023-02-20 20:14:57,Syslog,Security,Potential threat detected on Database Server using T1486
4840,4840,2023-01-06 03:55:24,Application Logs,Security,Potential threat detected on Cloud Infrastructure using T1059
4841,4841,2023-12-02 13:35:57,Windows Event,Application,Potential threat detected on Web Server using T1190
4842,4842,2023-08-26 13:30:57,Cloud Security,Security,Potential threat detected on Active Directory using T1133
4843,4843,2023-09-27 19:43:21,Application Logs,Security,Potential threat detected on Database Server using T1566
4844,4844,2023-01-24 16:48:27,Syslog,Security,Potential threat detected on Web Server using T1190
4845,4845,2023-12-11 09:32:01,Cloud Security,System,Potential threat detected on Active Directory using T1059
4846,4846,2023-09-01 22:08:26,Windows Event,Application,Potential threat detected on Web Server using T1071
4847,4847,2023-01-15 11:19:49,Syslog,Application,Potential threat detected on Web Server using T1566
4848,4848,2023-03-03 07:51:30,Network IDS,Application,Potential threat detected on Cloud Infrastructure using T1566
4849,4849,2023-10-03 22:31:39,Application Logs,System,Potential threat detected on Database Server using T1566
4850,4850,2023-07-25 13:55:49,Network IDS,Application,Potential threat detected on Active Directory using T1133
4851,4851,2023-10-10 20:24:57,Syslog,Security,Potential threat detected on Database Server using T1566
4852,4852,2023-05-07 05:15:53,Application Logs,Security,Potential threat detected on Web Server using T1059
4853,4853,2023-07-11 14:45:03,Application Logs,Application,Potential threat detected on Active Directory using T1059
4854,4854,2023-12-16 23:03:26,Network IDS,System,Potential threat detected on Cloud Infrastructure using T1486
4855,4855,2023-11-16 10:47:50,Syslog,Security,Potential threat detected on Web Server using T1059
4856,4856,2023-03-04 07:25:54,Application Logs,System,Potential threat detected on Workstation using T1021
4857,4857,2023-09-01 02:47:54,Cloud Security,Application,Potential threat detected on Database Server using T1021
4858,4858,2023-09-07 05:54:06,Windows Event,System,Potential threat detected on Web Server using T1190
4859,4859,2023-10-08 04:41:08,Application Logs,Application,Potential threat detected on Web Server using T1071
4860,4860,2023-08-27 02:09:19,Windows Event,System,Potential threat detected on Active Directory using T1566
4861,4861,2023-02-05 07:41:10,Windows Event,Security,Potential threat detected on Cloud Infrastructure using T1566
4862,4862,2023-07-13 13:04:19,Application Logs,Security,Potential threat detected on Active Directory using T1021
4863,4863,2023-07-28 09:16:31,Application Logs,Application,Potential threat detected on Web Server using T1059
4864,4864,2023-05-18 05:33:17,Windows Event,Application,Potential threat detected on Web Server using T1486
4865,4865,2023-08-27 20:16:55,Syslog,System,Potential threat detected on Cloud Infrastructure using T1566
4866,4866,2023-08-05 06:16:09,Cloud Security,Application,Potential threat detected on Cloud Infrastructure using T1566
4867,4867,2023-11-05 21:45:53,Application Logs,Security,Potential threat detected on Web Server using T1190
4868,4868,2023-06-26 04:19:08,Cloud Security,System,Potential threat detected on Cloud Infrastructure using T1486
4869,4869,2023-02-25 22:37:11,Network IDS,Application,Potential threat detected on Workstation using T1071
4870,4870,2023-11-12 02:25:01,Windows Event,System,Potential threat detected on Workstation using T1566
4871,4871,2023-05-13 00:19:02,Syslog,System,Potential threat detected on Active Directory using T1021
4872,4872,2023-07-21 07:36:30,Network IDS,System,Potential threat detected on Cloud Infrastructure using T1133
4873,4873,2023-10-14 21:18:20,Application Logs,Security,Potential threat detected on Cloud Infrastructure using T1021
4874,4874,2023-07-10 11:49:59,Syslog,System,Potential threat detected on Active Directory using T1071
4875,4875,2023-06-23 12:04:14,Application Logs,Security,Potential threat detected on Database Server using T1071
4876,4876,2023-03-20 21:33:33,Windows Event,Security,Potential threat detected on Web Server using T1190
4877,4877,2023-10-23 10:07:53,Cloud Security,System,Potential threat detected on Web Server using T1021
4878,4878,2023-10-15 14:49:55,Network IDS,Application,Potential threat detected on Web Server using T1190
4879,4879,2023-10-21 06:20:23,Network IDS,System,Potential threat detected on Cloud Infrastructure using T1190
4880,4880,2023-05-21 00:49:57,Syslog,Application,Potential threat detected on Web Server using T1190
4881,4881,2023-04-14 04:44:43,Application Logs,Security,Potential threat detected on Cloud Infrastructure using T1486
4882,4882,2023-11-15 02:00:34,Cloud Security,Security,Potential threat detected on Database Server using T1059
4883,4883,2023-01-03 04:46:19,Cloud Security,System,Potential threat detected on Workstation using T1133
4884,4884,2023-10-12 20:25:09,Application Logs,Application,Potential threat detected on Database Server using T1190
4885,4885,2023-02-22 11:16:42,Syslog,Security,Potential threat detected on Database Server using T1566
4886,4886,2023-05-03 16:48:00,Syslog,Security,Potential threat detected on Web Server using T1190
4887,4887,2023-08-10 19:40:24,Network IDS,Security,Potential threat detected on Workstation using T1059
4888,4888,2023-03-14 03:22:16,Windows Event,Security,Potential threat detected on Active Directory using T1133
4889,4889,2023-10-07 22:46:20,Syslog,System,Potential threat detected on Cloud Infrastructure using T1071
4890,4890,2023-06-25 01:53:06,Network IDS,System,Potential threat detected on Workstation using T1133
4891,4891,2023-12-02 14:23:01,Application Logs,Security,Potential threat detected on Database Server using T1190
4892,4892,2023-11-19 20:29:24,Windows Event,System,Potential threat detected on Cloud Infrastructure using T1059
4893,4893,2023-04-15 18:34:39,Network IDS,Security,Potential threat detected on Cloud Infrastructure using T1190
4894,4894,2023-11-02 03:47:06,Cloud Security,Security,Potential threat detected on Web Server using T1059
4895,4895,2023-06-20 09:16:58,Network IDS,Application,Potential threat detected on Web Server using T1133
4896,4896,2023-08-14 12:15:42,Windows Event,Security,Potential threat detected on Web Server using T1021
4897,4897,2023-11-26 11:50:37,Syslog,Security,Potential threat detected on Cloud Infrastructure using T1059
4898,4898,2023-12-17 01:31:33,Syslog,Security,Potential threat detected on Active Directory using T1486
4899,4899,2023-11-15 20:32:09,Cloud Security,Application,Potential threat detected on Database Server using T1190
4900,4900,2023-03-28 22:47:59,Syslog,Application,Potential threat detected on Web Server using T1190
4901,4901,2023-06-25 19:57:09,Network IDS,Security,Potential threat detected on Web Server using T1190
4902,4902,2023-03-14 00:25:01,Windows Event,System,Potential threat detected on Cloud Infrastructure using T1566
4903,4903,2023-11-12 05:14:35,Application Logs,Security,Potential threat detected on Database Server using T1059
4904,4904,2023-12-18 17:23:25,Syslog,Application,Potential threat detected on Workstation using T1071
4905,4905,2023-12-04 11:04:48,Syslog,System,Potential threat detected on Database Server using T1566
4906,4906,2023-02-09 21:00:17,Application Logs,Security,Potential threat detected on Active Directory using T1071
4907,4907,2023-11-16 20:39:39,Application Logs,Security,Potential threat detected on Cloud Infrastructure using T1021
4908,4908,2023-08-25 18:34:45,Windows Event,Application,Potential threat detected on Active Directory using T1021
4909,4909,2023-08-14 07:22:02,Syslog,System,Potential threat detected on Web Server using T1133
4910,4910,2023-10-16 17:54:18,Cloud Security,Application,Potential threat detected on Cloud Infrastructure using T1133
4911,4911,2023-09-11 04:44:44,Windows Event,Application,Potential threat detected on Cloud Infrastructure using T1486
4912,4912,2023-05-17 19:30:38,Syslog,Application,Potential threat detected on Cloud Infrastructure using T1021
4913,4913,2023-12-07 19:56:46,Application Logs,Application,Potential threat detected on Database Server using T1071
4914,4914,2023-06-29 12:58:15,Windows Event,System,Potential threat detected on Active Directory using T1021
4915,4915,2023-06-20 22:44:23,Syslog,System,Potential threat detected on Workstation using T1059
4916,4916,2023-08-25 19:42:23,Cloud Security,Security,Potential threat detected on Active Directory using T1059
4917,4917,2023-06-12 04:33:12,Network IDS,System,Potential threat detected on Workstation using T1071
4918,4918,2023-10-17 21:02:39,Windows Event,Security,Potential threat detected on Active Directory using T1566
4919,4919,2023-07-28 01:17:04,Cloud Security,Application,Potential threat detected on Web Server using T1486
4920,4920,2023-05-19 13:56:39,Syslog,System,Potential threat detected on Database Server using T1021
4921,4921,2023-09-06 19:40:26,Application Logs,Security,Potential threat detected on Database Server using T1566
4922,4922,2023-09-25 21:14:59,Application Logs,Security,Potential threat detected on Web Server using T1566
4923,4923,2023-06-11 06:55:13,Network IDS,Security,Potential threat detected on Workstation using T1059
4924,4924,2023-06-09 09:28:42,Network IDS,System,Potential threat detected on Workstation using T1071
4925,4925,2023-10-15 17:49:42,Syslog,Security,Potential threat detected on Cloud Infrastructure using T1190
4926,4926,2023-08-05 12:59:47,Cloud Security,Application,Potential threat detected on Cloud Infrastructure using T1059
4927,4927,2023-01-21 05:18:25,Network IDS,Application,Potential threat detected on Cloud Infrastructure using T1059
4928,4928,2023-06-03 00:58:48,Windows Event,System,Potential threat detected on Active Directory using T1059
4929,4929,2023-08-08 15:54:57,Network IDS,Security,Potential threat detected on Workstation using T1021
4930,4930,2023-04-07 06:21:21,Network IDS,Security,Potential threat detected on Cloud Infrastructure using T1486
4931,4931,2023-08-18 09:30:08,Cloud Security,System,Potential threat detected on Active Directory using T1566
4932,4932,2023-05-06 07:13:32,Network IDS,Security,Potential threat detected on Workstation using T1059
4933,4933,2023-12-28 09:18:11,Syslog,Security,Potential threat detected on Cloud Infrastructure using T1133
4934,4934,2023-11-07 20:19:32,Windows Event,Application,Potential threat detected on Database Server using T1071
4935,4935,2023-02-02 22:07:15,Application Logs,System,Potential threat detected on Database Server using T1486
4936,4936,2023-07-13 05:38:08,Windows Event,System,Potential threat detected on Database Server using T1021
4937,4937,2023-04-17 02:00:24,Windows Event,Application,Potential threat detected on Cloud Infrastructure using T1071
4938,4938,2023-02-25 22:34:07,Windows Event,Application,Potential threat detected on Workstation using T1566
4939,4939,2023-09-16 21:48:25,Application Logs,Security,Potential threat detected on Workstation using T1566
4940,4940,2023-04-11 13:00:47,Windows Event,System,Potential threat detected on Workstation using T1566
4941,4941,2023-10-24 09:28:44,Windows Event,System,Potential threat detected on Active Directory using T1566
4942,4942,2023-07-26 02:51:52,Syslog,Security,Potential threat detected on Workstation using T1566
4943,4943,2023-02-12 05:35:21,Syslog,Application,Potential threat detected on Web Server using T1071
4944,4944,2023-04-21 23:36:34,Application Logs,System,Potential threat detected on Database Server using T1059
4945,4945,2023-01-29 12:53:02,Application Logs,Application,Potential threat detected on Database Server using T1486
4946,4946,2023-06-14 02:55:01,Syslog,Application,Potential threat detected on Cloud Infrastructure using T1566
4947,4947,2023-02-10 01:24:57,Network IDS,Security,Potential threat detected on Active Directory using T1059
4948,4948,2023-07-26 07:07:40,Windows Event,System,Potential threat detected on Cloud Infrastructure using T1071
4949,4949,2023-10-27 15:20:31,Syslog,System,Potential threat detected on Workstation using T1133
4950,4950,2023-08-23 19:03:32,Windows Event,Security,Potential threat detected on Web Server using T1071
4951,4951,2023-09-20 00:22:09,Windows Event,System,Potential threat detected on Database Server using T1133
4952,4952,2023-07-27 23:20:37,Network IDS,System,Potential threat detected on Cloud Infrastructure using T1566
4953,4953,2023-07-22 10:26:34,Network IDS,Security,Potential threat detected on Web Server using T1190
4954,4954,2023-05-02 19:59:18,Application Logs,Security,Potential threat detected on Workstation using T1071
4955,4955,2023-02-10 22:31:32,Syslog,Security,Potential threat detected on Web Server using T1021
4956,4956,2023-04-22 04:21:16,Syslog,Security,Potential threat detected on Workstation using T1486
4957,4957,2023-10-07 04:55:46,Syslog,System,Potential threat detected on Active Directory using T1071
4958,4958,2023-08-02 15:27:11,Cloud Security,Security,Potential threat detected on Cloud Infrastructure using T1133
4959,4959,2023-02-20 02:15:14,Network IDS,Security,Potential threat detected on Active Directory using T1133
4960,4960,2023-05-10 11:12:09,Network IDS,Security,Potential threat detected on Cloud Infrastructure using T1071
4961,4961,2023-10-01 23:35:00,Windows Event,Security,Potential threat detected on Workstation using T1071
4962,4962,2023-08-24 11:51:28,Syslog,Application,Potential threat detected on Database Server using T1566
4963,4963,2023-10-06 23:51:38,Windows Event,Security,Potential threat detected on Active Directory using T1071
4964,4964,2023-03-12 17:14:44,Windows Event,System,Potential threat detected on Database Server using T1059
4965,4965,2023-03-05 05:51:48,Cloud Security,Application,Potential threat detected on Workstation using T1133
4966,4966,2023-11-11 23:43:55,Windows Event,Application,Potential threat detected on Web Server using T1021
4967,4967,2023-09-14 03:26:24,Network IDS,Security,Potential threat detected on Workstation using T1486
4968,4968,2023-08-26 13:37:40,Network IDS,Application,Potential threat detected on Database Server using T1059
4969,4969,2023-02-15 12:21:15,Cloud Security,Application,Potential threat detected on Active Directory using T1566
4970,4970,2023-09-09 21:36:49,Cloud Security,System,Potential threat detected on Database Server using T1021
4971,4971,2023-08-16 14:16:10,Application Logs,Application,Potential threat detected on Database Server using T1486
4972,4972,2023-11-29 08:11:01,Syslog,Security,Potential threat detected on Web Server using T1486
4973,4973,2023-10-28 23:35:53,Windows Event,Security,Potential threat detected on Cloud Infrastructure using T1566
4974,4974,2023-11-30 23:16:11,Network IDS,Security,Potential threat detected on Database Server using T1486
4975,4975,2023-12-26 21:55:54,Network IDS,Application,Potential threat detected on Cloud Infrastructure using T1486
4976,4976,2023-10-09 02:44:16,Windows Event,Security,Potential threat detected on Cloud Infrastructure using T1059
4977,4977,2023-06-07 16:28:13,Syslog,System,Potential threat detected on Workstation using T1133
4978,4978,2023-06-04 07:49:26,Syslog,System,Potential threat detected on Cloud Infrastructure using T1133
4979,4979,2023-10-29 01:32:57,Windows Event,Application,Potential threat detected on Web Server using T1566
4980,4980,2023-11-20 13:34:24,Windows Event,Application,Potential threat detected on Web Server using T1021
4981,4981,2023-12-08 09:18:28,Cloud Security,Security,Potential threat detected on Active Directory using T1190
4982,4982,2023-05-13 02:56:30,Application Logs,System,Potential threat detected on Web Server using T1566
4983,4983,2023-03-17 20:19:11,Application Logs,System,Potential threat detected on Database Server using T1021
4984,4984,2023-05-14 08:36:12,Application Logs,Application,Potential threat detected on Database Server using T1021
4985,4985,2023-07-14 17:38:17,Syslog,Security,Potential threat detected on Workstation using T1566
4986,4986,2023-12-13 03:06:23,Network IDS,System,Potential threat detected on Workstation using T1021
4987,4987,2023-11-13 01:26:24,Cloud Security,Security,Potential threat detected on Web Server using T1021
4988,4988,2023-11-27 11:01:06,Application Logs,System,Potential threat detected on Cloud Infrastructure using T1566
